subject,predicate,object
Mealybug,treated_by,Garlic Extract
Mealybug,treated_by,Pyrethrins
Mealybug,treated_by,Diatomaceous Earth
Mealybug,treated_by,Silicon Dioxide
Mealybug,treated_by,Cinnamon Oil
Mealybug,treated_by,Mineral Oil
Mealybug,treated_by,Fats and Glyceridic Oils of Margosa
Mealybug,treated_by,Potassium Salts of Fatty Acids
Mealybug,treated_by,Rosemary Oil
Mealybug,treated_by,Neem Oil
Mealybug,treated_by,S-Kinoprene
Mealybug,treated_by,Petroleum Oil
Mealybug,treated_by,Soybean oil
Mealybug,treated_by,Chromobacterium subtsugae strain PRAA4-1 T
Mealybug,treated_by,Paraffinic Oil
Mealybug,treated_by,Calcium polysulfide
Mealybug,treated_by,Canola oil
Mealybug,treated_by,Paecilomyces fumosoroseus
Mealybug,treated_by,Isaria fumosorosea Apopka Strain 97
Mealybug,treated_by,Ammonium Nonanoate
Mealybug,treated_by,Burkholderia spp. strain A396
Whitefly,treated_by,Petroleum Oil
Whitefly,treated_by,Azadirachtin
Whitefly,treated_by,Isaria fumosorosea Apopka Strain 97
Whitefly,treated_by,Beauveria bassiana Strain ANT 03
Whitefly,treated_by,Garlic Extract
Whitefly,treated_by,Pyrethrins
Whitefly,treated_by,Diatomaceous Earth
Whitefly,treated_by,Silicon Dioxide
Whitefly,treated_by,Cinnamon Oil
Whitefly,treated_by,Mineral Oil
Whitefly,treated_by,Fats and Glyceridic Oils of Margosa
Whitefly,treated_by,Jojoba Oil
Whitefly,treated_by,Rosemary Oil
Whitefly,treated_by,Neem Oil
Whitefly,treated_by,S-Kinoprene
Whitefly,treated_by,Potassium Salts of Fatty Acids
Whitefly,treated_by,Soybean oil
Whitefly,treated_by,Chromobacterium subtsugae strain PRAA4-1 T
Whitefly,treated_by,Paraffinic Oil
Whitefly,treated_by,Sophora Flavescens Plant Extract
Whitefly,treated_by,Metarhizium anisopliae
Whitefly,treated_by,Beauveria bassiana
Whitefly,treated_by,Canola oil
Whitefly,treated_by,Paecilomyces fumosoroseus
Whitefly,treated_by,Isaria fumosorosea Apopka Strain 97
Whitefly,treated_by,Ammonium Nonanoate
Whitefly,treated_by,Thyme oil
Whitefly,treated_by,Garlic Oil
Whitefly,treated_by,Potassium silicate
Whitefly,treated_by,Kaolin
Leafhopper,treated_by,Azadirachtin
Leafhopper,treated_by,Garlic Extract
Leafhopper,treated_by,Beauveria bassiana Strain GHA
Leafhopper,treated_by,Pyrethrins
Leafhopper,treated_by,Cinnamon Oil
Leafhopper,treated_by,Mineral Oil
Leafhopper,treated_by,Fats and Glyceridic Oils of Margosa
Leafhopper,treated_by,Potassium Salts of Fatty Acids
Leafhopper,treated_by,Diatomaceous Earth
Leafhopper,treated_by,Silicon Dioxide
Leafhopper,treated_by,Rosemary Oil
Leafhopper,treated_by,Neem Oil
Leafhopper,treated_by,Potassium Salts of Fatty Acids
Leafhopper,treated_by,Petroleum Oil
Leafhopper,treated_by,Soybean oil
Leafhopper,treated_by,Chromobacterium subtsugae strain PRAA4-1 T
Leafhopper,treated_by,Paraffinic Oil
Leafhopper,treated_by,Beauveria bassiana Strain GHA
Leafhopper,treated_by,Canola oil
Leafhopper,treated_by,Ammoniated soap of fatty acids
Leafhopper,treated_by,Paecilomyces fumosoroseus
Leafhopper,treated_by,D-Limonene
Leafhopper,treated_by,Paraffinic Oil
Leafhopper,treated_by,Thyme oil
Leafhopper,treated_by,Garlic Oil
Leafhopper,treated_by,Kaolin
Leafhopper,treated_by,Burkholderia spp. strain A396
Gall Midge,treated_by,Spinosad
Gall Midge,treated_by,Heterorhabditis bacteriophora
Sawtoothed grain beetle,treated_by,Diatomaceous Earth
Sawtoothed grain beetle,treated_by,Silicon Dioxide
Sawtoothed grain beetle,treated_by,Pyrethrins
Sawtoothed grain beetle,treated_by,Rosemary Oil
Confused Flour Beetle,treated_by,Pyrethrins
Confused Flour Beetle,treated_by,Diatomaceous Earth
Confused Flour Beetle,treated_by,Silicon Dioxide
Confused Flour Beetle,treated_by,Rosemary Oil
Red Flour Beetle,treated_by,Pyrethrins
Red Flour Beetle,treated_by,Diatomaceous Earth
Red Flour Beetle,treated_by,Silicon Dioxide
Red Flour Beetle,treated_by,Rosemary Oil
Lice,treated_by,Pyrethrins
Lice,treated_by,Diatomaceous Earth
Lice,treated_by,Silicon Dioxide
Flea,treated_by,Dinotefuran
Flea,treated_by,Garlic Extract
Flea,treated_by,Diatomaceous Earth
Flea,treated_by,Silicon Dioxide
Flea,treated_by,Spinosad
Flea,treated_by,Pyrethrins
Flea,treated_by,Rosemary Oil
Flea,treated_by,Steinernema carpocapsae
Flea,treated_by,Heterorhabditis bacteriophora
Tick,treated_by,Pyrethrins
Tick,treated_by,Rosemary Oil
Tick,treated_by,Garlic Extract
Tick,treated_by,Metarhizium anisopliae
Bot Fly,treated_by,Azadirachtin
cricket,treated_by,Azadirachtin
cricket,treated_by,Dinotefuran
cricket,treated_by,Pyrethrins
cricket,treated_by,Diatomaceous Earth
cricket,treated_by,Silicon Dioxide
cricket,treated_by,Rosemary Oil
cricket,treated_by,Boric Acid
cricket,treated_by,Potassium Salts of Fatty Acids
Millipede,treated_by,Dinotefuran
Millipede,treated_by,Azadirachtin
Millipede,treated_by,Pyrethrins
Millipede,treated_by,Diatomaceous Earth
Millipede,treated_by,Silicon Dioxide
Millipede,treated_by,Rosemary Oil
Mole Cricket,treated_by,Azadirachtin
Mole Cricket,treated_by,Pyrethrins
Mole Cricket,treated_by,Diatomaceous Earth
Mole Cricket,treated_by,Silicon Dioxide
Mole Cricket,treated_by,Rosemary Oil
Mole Cricket,treated_by,Neem Oil
Mole Cricket,treated_by,Garlic Extract
Mole Cricket,treated_by,Heterorhabditis bacteriophora
Mole Cricket,treated_by,Potassium Salts of Fatty Acids
Mole Cricket,treated_by,Beauveria bassiana Strain GHA
Mole Cricket,treated_by,Steinernema carpocapsae
Mole Cricket,treated_by,Steinernema kraussei
fly,treated_by,Azadirachtin
fly,treated_by,Dinotefuran
fly,treated_by,Garlic Extract
fly,treated_by,Pyrethrins
fly,treated_by,Diatomaceous Earth
fly,treated_by,Silicon Dioxide
fly,treated_by,Rosemary Oil
fly,treated_by,Neem Oil
bees,treated_by,Pyrethrins
bees,treated_by,Rosemary Oil
caterpillar,treated_by,Azadirachtin
caterpillar,treated_by,Garlic Extract
caterpillar,treated_by,Pyrethrins
caterpillar,treated_by,Diatomaceous Earth
caterpillar,treated_by,Silicon Dioxide
caterpillar,treated_by,Spinosad
caterpillar,treated_by,Mineral Oil
caterpillar,treated_by,Rosemary Oil
caterpillar,treated_by,Neem Oil
caterpillar,treated_by,Garlic Extract
caterpillar,treated_by,Soybean oil
centipede,treated_by,Dinotefuran
centipede,treated_by,Diatomaceous Earth
centipede,treated_by,Silicon Dioxide
centipede,treated_by,Pyrethrins
centipede,treated_by,Rosemary Oil
earthworms,treated_by,Spinosad
earthworms,treated_by,Mineral Oil
earthworms,treated_by,Garlic Extract
earthworms,treated_by,Soybean oil
earthworms,treated_by,Paraffinic Oil
grasshopper,treated_by,Azadirachtin
grasshopper,treated_by,Pyrethrins
grasshopper,treated_by,Diatomaceous Earth
grasshopper,treated_by,Silicon Dioxide
grasshopper,treated_by,Rosemary Oil
grasshopper,treated_by,Garlic Extract
grasshopper,treated_by,Kaolin
grasshopper,treated_by,Spinosad
slug,treated_by,Garlic Extract
slug,treated_by,Garlic Extract
slug,treated_by,Boric Acid
slug,treated_by,Diatomaceous Earth
slug,treated_by,Silicon Dioxide
snail,treated_by,Azadirachtin
snail,treated_by,Boric Acid
wasp,treated_by,Pyrethrins
wasp,treated_by,Rosemary Oil
